EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
251493.3206,7685017.915,,201037.3152,125850.0985,8187526.422,21313060.33,477830.4621,5581494.659,6250846.727999999,323486.4525,-4757335.536,44155005.08,11939938.2,5507659.432999998,,Aceptado
289817.7555,3619335.301,508030.7266,207615.3767,174772.7012,75533.48806,3072846.086,137753.1038,1817.678626,740275.7409999998,1601746.858,320795.998,28253504.43,6081766.3089999985,5307173.494,19600936.48,Aceptado
145641.2607,437370.0093,1152713.431,207846.9672,,5113829.929,3084800.645,116411.5963,605648.4193,,-6077831.915,-482891.287,13331070.33,8699190.497000001,6205038.154,4497343.063999998,Aceptado
3711275.12,,4727337.688999998,4321364.713,2646941.672,-5942625.636,33847614.64,82668.81349,1263916.521,551977.0361,4032256.182,-1505661.282,167543112.3,241671236.8,29025562.2,27525866.38,Aceptado
256681.022,,15374392.58,282730.1354,,7931893.323,17225294.7,,590884.8031,2066695.89,-10342549.0,-4092595.895,,61649101.14,,13418766.57,Aceptado
15557.79719,77071.45772,2581371.943,5755.900704,8160.170284999998,8457055.364,325031.2471,82794.50337,97198.21088,1442165.975,-6573094.539,,5233794.095,269239.307,2079055.71,1261036.8,Aceptado
73955.82201,519137.7569,,114583.1206,831554.6388,-95325.69047,343444.95700000005,25340.20041,11253.25298,95667.26417,-6543895.5660000015,613482.2877,16343440.73,5966728.249,3831273.342,4563769.639,Aceptado
596850.94,31367448.71,37129543.52,1890090.627,1658343.688,4760362.0660000015,61391086.21,999856.805,8081772.211,3705168.934,,-7584970.403,113700724.2,1798661614.0,37260217.91,24647183.27,Aceptado
,121909308.3,,33099665.02,5982935.518999998,,80957799.04,1976277.876,11341477.98,3068732.585,33447928.38,-2116826.951,686703922.4,682565997.8,,49012231.56,Aceptado
208612.7661,5002945.018999998,32390983.07,230364.5784,321083.754,8600061.217,10774808.76,651034.5418,3315176.188,6909462.069,,-3869239.333,27962392.74,20039485.99,4572662.998,8000548.23,Aceptado
22558464.53,63055270.63,13062245.47,17299054.26,2577774.857,-10049100.04,56937945.51,1604591.619,8713180.39,8254182.437999999,15109955.81,-4813507.423,196298625.7,814069079.7,17445386.82,33378108.53,Aceptado
3415200.652,11485134.56,,550583.0058,,1394964.855,9862255.409,593082.0438,4327597.385,8461185.575,8384418.387,345318.9629,,49225570.54,9520574.115,15713977.25,Aceptado
178874.1607,,1205983.181,1410074.907,767314.2045,3203234.314,20003200.19,95755.14443,708423.2971,909990.8073,-2430667.935,-1292700.443,,37045936.84,23333530.81,14202585.94,Aceptado
254588.7756,1393958.2880000002,,34129.72158,203126.5852,-1509637.158,1126845.041,263305.3549,97594.90022,,-3005041.5,,12672762.3,4001461.93,5783393.159,9860377.953,Aceptado
42475.15403,997650.8274,14245180.04,9725.350544,160221.5259,8234156.2820000015,6725963.891,82273.67547999999,160561.1039,4836804.741,-13004983.35,-351772.0459,17140366.11,24554503.02,37379507.63,15370540.8,Aceptado
898195.9503,5173869.877,24748038.96,62507.50365,707658.9392,4822527.891,12421587.46,125444.005,742641.7484,4318018.095,-1495128.334,-632308.9463,93335127.49,51457073.16,22358063.36,,Aceptado
127096.5537,9186388.111,12557793.6,17846.61604,,5217135.228,18776924.15,752998.9163,3237219.529,11852389.3,9823496.865,-4864424.062,,,5916769.375,6736226.415,Aceptado
294116.1499,11065393.16,41283168.92,83710.34619,,8280385.137,40742251.29,126953.0154,2871079.23,,-4673400.199,,59537896.13,90974288.26,15389765.73,17417794.2,Aceptado
321255.8258,6374463.15,,3234589.708,1927908.955,2666623.978,11110128.67,,393553.468,1140719.112,-33461.13205,-293702.0126,62517347.25,21899581.67,7561919.917,12196544.27,Aceptado
2013023.819,25208444.2,55572058.37,409889.8538,2217793.9680000003,6024597.646000002,44717737.27,2329171.936,,19607472.14,7757942.799,,213898555.5,331539891.3,28725245.04,,Aceptado
97809.64595,1600537.341,46898.27757,1151815.916,1130420.322,2836668.447,,,,412141.2349,-5092514.108,659004.441,15966995.06,11824520.59,7974894.546,,Aceptado
145025.1699,,,101625.0479,409603.4065,5807508.969,,226012.2257,648870.6447,5357287.103,-1852298.13,-880001.2879,31929488.94,19260445.36,13165302.41,,Aceptado
9021834.149,,27490645.15,85259936.14,,-3303271.2830000008,134473688.0,3437945.425,19028851.64,,22941154.72,-4554212.251,,537530795.5,53162705.31,41546793.23,Aceptado
,28952306.16,898575.3990000002,28760420.12,6048589.9339999985,,24664436.83,284646.3133,4153063.219,327813.2128,16035877.78,-1485844.6509999996,236731260.9,390906564.2,22729766.6,20498483.19,Aceptado
341480.9357,6957358.338,19352845.14,1445418.961,306080.6229,8662373.597000001,39240753.15,258953.1515,2138425.526,,-12391032.12,,,24106628.96,12612640.2,15803893.07,Aceptado
141296.2208,2046179.159,1361986.602,44123.33748,155322.4344,761869.7709,,132557.4377,,2095488.926,1699998.399,-1698058.154,,8100268.542,3601509.843000001,3324370.967,Aceptado
48165.72223,,26554526.5,43679.48567,129262.6234,8482883.982,8611579.575,245624.9208,513928.9955,,,-4439171.7530000005,10007865.15,78502520.1,,14691329.12,Aceptado
43818.29789,522176.3079,2606130.554,42766.57272,24925.77234,5492913.248,3188425.0130000007,51434.55771,88282.97047,19133.25586,-315870.1627,-6034391.594,8401725.646,14085478.6,,2900870.297,Aceptado
6771612.581,32339725.04,2393212.115,,1901082.925,-9954799.144,33056939.56,206249.3454,2203331.264,333330.3851,11488411.33,,137245282.6,,22910982.75,27137493.39,Aceptado
442283.0304,,6060277.076,874357.9951,1745420.244,3599467.63,17108399.4,464845.7312,1142532.85,4188203.848,,-200183.5817,119119487.2,33097337.26,18050032.44,19349782.32,Aceptado
91631.55167,762548.4104,345920.6185,64676.92878,291837.7246,,943747.563,43352.77215,187127.2525,1427771.054,-2299035.982,936737.2143,15332551.8,1308856.033,2871481.839,4442871.046,Aceptado
74483.8465,44989.37286,,164789.1995,886699.5117,-1583665.3269999996,67710.96028,73370.84619,192810.1472,79449.87446,-3141646.369,-1731516.012,4023629.171,,285746.0648,568684.0066,Aceptado
29265.94593,2733770.242,,104415.1044,,8752274.481,9313392.498,114950.6026,,1620097.771,-6195053.544,286240.4061,32464734.53,4907384.296,,17228780.84,Aceptado
2402923.8880000003,18230604.26,13641947.7,76941192.22,3304030.117,4668222.334,,654230.2268,4246622.84,186697.2834,9983220.636,-4976416.0419999985,149483556.2,153309745.1,,15441146.33,Aceptado
,29401491.75,3618305.791,28787565.11,4986321.802,-5840812.582,20642366.13,483334.1811,399256.4581,36711.3049,16020767.98,-50090.22483,,217247232.7,49456366.88,39788403.91,Aceptado
315302.968,1353157.618,19385223.45,67633.56704,38817.47902,8292109.109,11368201.18,93142.74094,853529.5116,4436866.863,-10398986.75,-2231735.8540000003,16420056.76,6727552.446,5209543.678,8097142.602000001,Aceptado
,,16810861.95,65441.98058,249192.5089,3207667.6360000004,25841481.72,131532.7549,1485853.149,7716252.856000002,6738968.24,213316.8077,,10221741.85,21475210.56,22813791.37,Aceptado
1454738.0980000002,19944518.13,14983966.08,,1164729.567,1549870.793,27042700.57,341084.0333,489799.6909,9286790.101,,327615.4504,135895725.2,88152927.36,44889209.68,42145095.64,Aceptado
28999.39032,18178.52415,3642.544988,49416.22643,,4478575.063999998,77838.03211,20361.13928,9798.168687,526077.5104,-19322301.96,167350.4052,495296.3509,2617506.262,619899.4868,1162052.578,Aceptado
65846.0772,183018.1645,2686242.708,187852.8092,706039.5483,8234644.245,4704817.821,54566.42051,495527.0577,1619932.9230000004,-14265259.57,-628358.4632,11793314.75,11840879.78,,4758292.578,Aceptado
,1680121.603,1632721.458,972437.4527,794564.4731,-1128.390959,,147380.3314,1467110.229,450243.5333,-1318565.779,-1359475.314,22879986.72,21856004.79,6551091.922,,Aceptado
1635251.2869999998,30302360.05,14717440.85,886086.3364,3898014.922,,25993373.05,,927592.6644,7709707.169,12742446.9,837395.3251,341969320.7,78590696.58,42056733.61,42582954.98,Aceptado
115315.9432,5319213.613,5007457.1510000015,51830.1568,197036.9408,5836480.859,11961968.9,,188170.3618,2159808.389,2196115.836,505034.2539,76927688.48,3620896.459,17433690.63,14112561.46,Aceptado
2683118.219,12206182.62,884155.0723,7968333.87,4223915.124,-5617973.022000001,14114668.48,291708.7827,1356780.415,,877301.2852,56327.883,102907473.8,128243077.0,15117340.9,,Aceptado
1671549.3909999996,10732589.74,,1759049.377,1499708.794,2152572.994,22880192.54,63890.90153,867471.1146,494852.3181,-1923337.914,-2181295.224,92216547.92,170121338.2,,25368718.73,Aceptado
821121.7649,3623160.158,,1124534.491,392717.9351,8010707.2239999985,14432227.69,360197.4202,91110.0638,13794088.1,-21492655.52,-426961.1457,8760233.942,42580096.11,11907238.04,,Aceptado
446745.1692,2087185.422,318812.3986,2774740.59,1263292.903,,,,,1031619.794,-2602206.857,,22264173.16,11579110.44,5090870.379,4847593.413,Aceptado
380991.0451,1128349.955,3373.8327340000005,238346.4746,,-11164426.41,,170711.2064,235463.7393,,4961432.375,172138.9834,5300425.903,4248065.263,,2820130.208,Aceptado
1961676.764,16782107.85,,581460.9938,,-2332281.47,14310186.88,234722.5474,647447.2293,16491112.5,-4619574.419,1071776.937,,13395707.86,19937135.6,27955931.53,Aceptado
488878.7426,,351189.2431,57227.28039,255741.2149,-528336.8382,193391.88600000003,,201053.4176,2581613.932,-8087085.654,375366.9889,8263274.399,3242164.012,896219.3708,,Aceptado
15351.83449,56491.72807999999,216403.9254,94512.13787,27722.05084,8161469.477000001,1436030.879,30475.69076,108218.4513,134998.4806,-13918786.95,-3137585.352,,1829290.404,,609140.2614,Aceptado
,10412047.88,1675143.071,1707058.647,,-6089342.337,7927492.872,143994.2789,,1014665.198,8611613.566,,75218376.18,45586011.52,,13333414.67,Aceptado
1293878.708,8521838.46,9009565.323,136707.2234,109196.3231,1981098.586,17925718.13,151448.6506,,7924258.018999998,-1015213.731,555301.9827,46588536.14,9594149.823,22551700.76,26403098.43,Aceptado
43562.02616,835222.1133,58746.14482,24937.71865,729783.1235,-275600.1072,182766.1444,100513.1126,15154.7747,991009.8324,1506261.383,143190.3631,19852908.29,6011830.172,1199124.493,3797540.009,Aceptado
70883.5878,39893.8745,280323.5938,36562.13873,,6838919.705,508410.3037,53245.41632,68466.93021,3841518.474,-18931233.02,,3108225.118,2123119.314,3858354.28,3331251.417,Aceptado
,61799254.28,12237167.65,11237007.81,5256116.759,-6117193.239,57065918.04,449562.7216,5289123.697,26848.908860000003,34558667.63,-4771832.337,584830325.7,325843651.3,26017362.12,23523158.01,Aceptado
371260.2598,2787342.2010000004,3401359.056000001,555119.2521,570836.7871,4705474.199,7459956.301,192490.1967,238876.0034,1357395.446,-3207773.747,-1261541.434,33774202.3,21904721.58,7875851.735,,Aceptado
2396325.864,,,2516821.785,,6359515.527000002,101859535.7,549806.8562,4810684.227,,3810367.76,-2217463.409,160122299.8,,74251653.02,54561314.46,Aceptado
796005.4071,35469577.27,,1167850.139,1776567.211,2422434.041,40618800.11,553415.1276,1039774.914,3448939.819,12018559.5,,184043587.3,264485839.5,34207777.53,40151387.05,Aceptado
702933.1226,16666533.16,7449964.421,1064112.144,587616.009,833318.3004,21963378.15,,867175.7425,1641971.595,7976128.646000002,-1722199.085,87115444.12,45529544.69,23519191.12,22600874.74,Aceptado
,,1115388.739,237380.1222,888852.6905,6978478.444,804874.7216,128300.5769,389797.426,1630237.955,,-230770.7811,9832457.535,7591848.6910000015,2043888.462,3042756.461,Aceptado
93848.57435,3033227.12,1922335.22,147989.4371,77937.12301,,5153864.5260000015,,926870.9348,912871.6084,2250314.853,-3370500.3039999995,16959864.94,3556398.986,990851.5825,2269100.732,Aceptado
303399.9105,16040017.78,14403136.74,214940.2875,,1025977.005,29420721.18,314652.6359,1231471.055,782284.568,,,73420738.09,169065255.7,15601139.22,17287414.15,Aceptado
,2127230.5130000003,5346080.571,41783.15626,510890.0547,,5415292.076,109927.4361,3373046.503,587324.3753,11931476.96,-4319962.7930000005,66352847.38,,2101066.871,,Aceptado
,3620599.429,1209841.844,2237348.905,124760.7743,2860035.648,,293042.5565,2738391.6160000004,3087158.382,,-3996520.47,7925462.052,16010354.05,3455107.4,4993441.267,Aceptado
1407476.686,,96016147.01,28939898.88,,6354419.101,216559530.7,5722935.517999998,26141968.7,4684476.455,31811819.95,-8520588.374,,4443962322.0,,,Aceptado
360008.7676,,72.42805,3007584.951000001,646934.2614,-10857873.81,615547.1204,154831.7273,,119347.6617,,,7369419.199,2654052.442,,,Aceptado
870265.1611,,2704178.038,119312.4367,481687.9707,-4804848.775,3661177.348,264797.6874,511721.8755,5169265.589,834980.4870000002,-2329805.462,16862584.67,97132120.97,,15073524.8,Aceptado
2109291.976,,21255275.99,19393360.37,,-43752.26522,79192738.58,,433367.6313,966282.529,19666715.49,-604798.0587,408645285.7,177643744.8,88849733.85,,Aceptado
1070249.117,285989.6022,,34996.62953,870625.4744,-1912228.322,,55759.63679,136553.8588,10789689.74,-15222165.75,1198196.783,14334909.54,5175484.459,8135614.297999999,11351862.3,Aceptado
,7286998.312000001,26864690.12,246321.5474,230345.7359,8793981.674,27583381.37,162940.7534,1816277.903,533630.5887,4395256.263,-6336245.961,66034203.75,15590299.57,5305139.143,5683625.785,Aceptado
513335.1815,9900213.059,,141618.699,533578.7386,3203445.135,13808902.74,109219.0369,218675.6586,,3021134.613,1145822.192,110183989.2,5095662.706,35609769.42,30510852.15,Aceptado
,,286790.6195,832655.9994,5771371.7239999985,-12289180.81,624476.7074,312614.9135,2150679.313,2085680.787,2097356.767,278726.5072,84936343.43,134569460.5,6354365.5929999985,5525849.357999999,Aceptado
846952.325,589088.1264,33223.238710000005,3725525.709,1494108.592,-6039888.163,970191.9564,67018.07148,3439318.257,42540.99668,,572750.7703,,2974117.592,2325159.366,,Aceptado
1087526.659,22839383.92,893611.7802,4443043.376,1563592.566,-7304680.034,21911554.52,281811.5393,752168.9492,942977.0156,9437024.255,36914.82235,,58515773.96,,26641054.02,Aceptado
39554.10199,1713029.752,154450.6004,631177.0782,117454.0788,4983306.501,4592986.131,28867.91673,3602.63985,6705.660528,-3294986.565,-1066278.906,7554836.864,7172362.46,8335316.829,11795925.63,Aceptado
928119.474,,4101759.653,53975.25403,1798841.146,505522.8033,,70640.81301,,5341693.616,-3865088.582,1173699.494,87909278.71,,15268038.58,26067433.49,Aceptado
1147002.054,9645379.777,894766.4639,1536594.639,1341584.226,-9065791.215,6925789.916,,,706152.5539,,-896138.6744,102933621.2,14913963.49,,4655155.606000002,Aceptado
24155790.06,,4207989.037,62367226.45,,-14414681.93,48937798.0,,23212037.19,,28966424.88,-5972629.802999998,404461406.6,,10184149.6,11718592.29,Aceptado
460901.72,29366610.74,46772282.8,442818.5156,2808162.822,4124490.076,39033282.62,199281.526,,,21759098.12,-5009975.79,,369721987.3,32214426.73,25324370.11,Aceptado
603474.0979,1894000.235,1930789.161,376147.274,171777.1939,1480179.5,4139906.371,,,3412993.0310000004,-7087179.851,,9526210.356,11721033.37,14029590.9,9862823.292,Aceptado
468743.365,7293079.425,813285.5854,,1679791.341,,,,996337.0889,1545268.9130000004,5641020.698,-399486.4596,44300326.02,33030542.11,7829767.411,11947610.8,Aceptado
256216.8964,3421424.865,2106304.487,144551.1142,2501707.252,2022485.049,2681860.034,349446.3992,187304.7086,6682395.791,-3202342.128,827568.1059999998,57622142.16,48457348.55,,18789856.91,Aceptado
49867369.94,41585428.92,10011058.83,45929398.16,4732397.945,-13579711.15,54922042.26,5304371.451,19485248.6,6038243.637,17702650.78,,264852040.4,2222347036.0,37528907.17,24526175.86,Aceptado
3062740.911000001,,19680645.95,1237304.53,2884983.678000001,-5839838.7,32489347.19,797663.8697,4157463.58,2387784.521,20763756.8,-3304707.6789999995,,350456005.7,25638635.09,27212659.24,Aceptado
382503.534,6086665.004,10325615.11,678437.4703,575433.5528,4727315.935,16221081.99,251210.1123,4465957.682,871522.3836,5405835.244,-6510486.646000002,51275608.93,,3176365.231,3998346.014,Aceptado
,,26965000.95,10113.06012,276294.0865,8340467.103999998,17901146.26,58460.77655,620747.8489999999,819978.6082,5783523.653,,78809281.37,42354625.69,13729809.15,9924558.802,Aceptado
249409.8163,10609585.39,10922660.64,,483568.3687,5281049.6839999985,14327187.14,405085.7324,1942835.863,,10247423.94,-2419203.971,,,9863390.794,12170806.83,Aceptado
40248.14023000001,2830823.232,44626.14238000001,127207.543,40639.22012,-1342775.417,958690.0863,143976.4097,57881.78972000001,166083.1162,6326568.784,-2068020.453,4912009.247,3875075.605,2073507.974,3675119.145,Aceptado
449077.6516,52767829.7,52728558.38,407119.8392,,7757061.965,99229276.29,1407360.105,,14250601.67,9743496.852,-7000334.506,,121654085.1,25361695.53,,Aceptado
314094.0951,3806771.17,5168466.569,221103.0873,77153.59761,6231970.037000001,8455538.217,574773.6971,1032486.97,10198478.36,-9286542.668,-1812329.278,7965456.7420000015,13096901.67,8724188.924,9250488.937,Aceptado
878232.3135,40460037.36,32815625.81,7086959.602000001,,,67684226.6,631007.0976,,3156674.166,7131187.805,-5125768.86,157331674.6,742544537.5,43542329.29,36333164.16,Aceptado
1485630.6830000004,7874754.454,424476.5022,,3649485.493,-7952632.779,4997572.227,354960.7375,3927981.408,1263901.312,10194199.77,15566.86648,93345124.66,37241209.36,7454138.871,7078233.13,Aceptado
898156.3288,14989237.21,41324905.0,,782175.0674,7950458.209,,526370.9464,2446749.819,8598420.563,3517628.867,,170300663.4,26599526.05,34902925.95,30224179.92,Aceptado
93791.89862,,31796.05845,50043.39539,120445.6018,,123676.4347,63516.61413,,1344835.417,-13185512.26,-300886.2951,1269636.394,4343419.896000002,1048963.848,1937130.149,Aceptado
259330.2089,2302860.181,933079.1027,448779.8519,652968.8079,1885839.721,980419.8094,,1429220.7780000004,1495784.0869999996,-2151584.316,-1673458.64,,13028149.51,1544397.171,2742349.353,Aceptado
938180.5465,77855485.06,56767146.31,13447829.87,2444845.017,6201333.158,,771211.2333,5174015.016,452419.2097,22148069.71,-7923953.667,444647619.2,1088010625.0,33383092.02,37928190.41,Aceptado
511986.928,6006713.069,10539243.75,1962881.621,1091359.294,8179161.902000002,12953401.01,381062.0171,571359.6668,,,,39684547.08,15570205.33,13660811.16,21501264.7,Aceptado
796105.3648,10933019.92,157110.4906,4300317.103,519582.8598,,,365248.959,261488.637,180621.6376,11901784.03,-884079.8389,46322709.16,11423591.87,5530962.017000001,11931635.61,Aceptado
4559923.987,42457776.48,19748097.64,1431746.0969999996,,-8159438.215,,1139266.41,6586090.762,5349693.192,18018726.19,,237987594.2,1056155729.0,32316244.21,30167982.5,Aceptado
2981421.479,15141184.74,21047895.52,515262.8185,,3256868.248,22298566.79,555043.1226,1323639.643,15800766.9,-5924914.312999999,-1592559.595,48352538.18,206954366.2,22417274.93,34879918.14,Aceptado
18735157.76,51759226.12,,168227691.6,4542580.39,-3391262.01,101005305.1,2921122.215,18061176.87,8788038.655,7711353.69,-6394064.891,,2997314949.0,31575405.68,32334757.44,Aceptado
143659.1537,3996736.652,1973863.432,1108111.624,612241.1049,4101304.959,5782606.627,95596.25543,90392.70315,50107.47564,2293857.723,-3431448.745,20320402.06,47464226.53,5951817.262,13295352.14,Aceptado
192174.5612,1419550.235,251471.1431,,,-964186.6156,2130502.384,55073.71828,1212706.528,920027.5306,2785447.365,-1332336.842,11687033.13,2219709.106,689700.8993,1408893.7880000004,Aceptado
,38712488.84,27235368.27,1399356.8380000002,1398285.108,1952216.765,56078871.45,610725.5901,6439765.784,2029550.833,18347984.83,-6817755.161,180318978.8,,22118937.53,,Aceptado
2774439.334,9385318.111,850206.0501,5302912.46,2296970.293,-7246975.163,12335509.58,409179.2275,3565471.717,5728884.811000002,-1949575.026,-658782.4772,33992759.95,168302829.8,19698291.98,16275685.5,Aceptado
265716.7798,12481266.08,38481905.7,445374.8211,1309865.476,8047428.674,34716677.88,669861.1713,,6798521.249,-1000805.876,-5159778.365,70980987.3,453834571.1,31975915.0,,Aceptado
153084.3703,3889479.371,4240655.54,765359.1855,,5379402.643999998,4988807.045,209601.6812,299776.2349,146663.9297,5143499.57,,55609088.34,,,,Aceptado
577918.745,10463967.68,56952006.36,249282.8957,587223.7095,8572472.754,,109222.1136,2318896.37,3574766.867,,-1737926.165,146358617.0,25905265.21,,21559823.93,Aceptado
1667448.184,41778428.52,13911276.78,2108249.41,1962664.584,-5381843.232000002,51269798.15,1250493.455,8974477.784,3767155.351,22115943.61,-5136137.799,229705683.5,336923550.4,25590306.7,20802465.43,Aceptado
157322.2343,16062452.17,23733954.54,1237765.0890000002,178169.5992,8328241.202,50380088.56,342841.0409,2506726.494,2155176.247,3092397.882,,46686890.6,48947539.3,14956171.98,15925206.59,Aceptado
,,615912.9023,1255129.863,471701.4836,-3973588.003,3866413.651,139991.2252,319301.1933,3541.673239,,-3657644.234,30246103.49,33637975.63,8562304.738,7726134.87,Aceptado
1079603.929,20490194.41,9722425.307,,,2315074.85,28184632.8,1107762.636,3711555.951,3527053.276,11127556.1,-3251212.874,59971504.99,47332050.19,13538495.17,18515290.88,Aceptado
159046.2545,1001876.63,2692381.2660000003,,249663.1474,5871332.355,,72634.27515,3286.481677,,,258130.8871,13329833.97,7742682.153,5371339.779,14284275.4,Aceptado
71751.70912,,,186422.4108,489172.1389,5767845.591,7274259.0260000015,96859.10517,99131.77985,219603.3218,,-1217395.471,53450727.83,12264732.41,,10406765.89,Aceptado
8234.154192,,3048993.509,62405.95877000001,1129.001378,8266736.057999998,5991571.415,108470.7257,,100188.7223,-249777.1486,,1241395.683,7787404.547,852510.2689,,Aceptado
125747.3188,2254174.23,1356003.803,,210229.7941,7055120.541,9012647.154,144454.6312,265201.3396,4920696.7530000005,-14598387.25,223081.0045,6699862.042,9856108.906,18768191.03,,Aceptado
,1997847.597,1551963.11,317963.0182,1130440.783,3010982.124,4315394.451,156668.2267,742741.0494,2277647.712,-750982.6247,161973.703,45819450.64,11161091.73,6603557.664,7330408.609,Aceptado
1299926.779,44787539.18,75867401.71,761020.7347,,8019116.681,,1414859.197,2274527.785,17250803.79,437120.1175,-7133120.425,88851832.41,1053513789.0,39044003.27,55108290.98,Aceptado
155284.0136,10100282.78,,106953.8046,,,13496047.0,542435.1139,659144.1168,,-171981.7678,-3953078.716,,85643325.71,17736988.95,,Aceptado
1166917.233,37668776.43,12954951.28,2110952.9480000003,,-5411577.856000002,51671020.19,286476.2951,7390501.634,219885.086,28960087.47,-5962840.567000002,275224532.2,131162420.4,13914655.74,15219517.86,Aceptado
217638.2712,1250827.9740000002,2371422.477,364149.3453,,7373397.127,4926152.549,172599.7441,259693.2595,5117217.254,-15308790.58,-628013.4019,3557963.035,7732689.485,5692791.71,9220888.897,Aceptado
110557.7817,1005946.738,2162711.433,148259.6681,1039212.494,,2357642.282,37875.20681,95565.10522,944022.6032,-11475309.59,168988.2063,31077002.27,9423442.63,5010779.813,6954581.1329999985,Aceptado
1693055.396,6179553.582,1631978.239,,2131579.452,,,164331.8794,46921.04051,109443.2276,8981829.626,,99257786.0,87545248.12,,24838568.92,Aceptado
,312134.8165,6668917.494,2171.100056,95234.39564,7143643.765,708286.6397,31225.843360000006,57546.25738,4379313.981000002,-9401254.248,937563.5566,18990927.38,1999552.376,,7354077.793,Aceptado
72696.55169,376858.6348,17444197.72,23377.35781,78923.3218,8855228.754,6018296.056,157984.06,382676.7773,15808390.93,-25103145.46,-859071.3896,3253203.279,11495756.62,10599286.87,9516603.973,Aceptado
,20097919.27,28597097.45,394792.1186,1272629.738,2222030.564,40526735.27,1119429.278,6717728.565,27929956.18,-588237.7592,-190919.4287,113906811.3,,,33795201.83,Aceptado
1458656.2769999998,1976579.504,111792.0961,534083.424,479019.4173,,1537022.985,130181.3771,489750.1018,1730916.86,-2592432.59,,16751845.88,,3878680.61,,Aceptado
607146.7774,3661189.304,2093471.566,2428621.36,,-1626319.174,8027889.379,205965.0634,1045214.813,476254.8642,2972301.949,-1356127.6630000002,,243960879.5,,15805938.31,Aceptado
603858.1722,64569805.96,14834668.53,12074294.0,4317649.461,,85242449.46,572188.3096,5424086.956,,26492215.82,-6725449.695,392500487.1,,33720071.28,,Aceptado
2142342.538,19419403.35,41052727.02,,633087.4902,5427031.027000002,38497839.9,690946.0514,5830260.313999998,11983179.4,6116364.001,-3249287.7830000008,155048701.8,58043486.53,14142996.19,18530112.35,Aceptado
1118625.205,33607872.42,14469117.63,17917217.43,2671413.51,1978266.402,63178557.18,737658.599,8384680.486,1890229.418,10135920.78,-6791524.908,120514783.3,971253591.2,24855047.43,21424641.44,Aceptado
322616.8445,7968334.52,13497870.63,16676978.2,890770.5956,8210198.373,41222457.21,132366.1927,834142.2614,46691.45483,-2341834.163,-4866048.11,58503841.2,74217580.03,17197858.55,18314450.61,Aceptado
155861.4931,,,2500670.425,954611.3433,-6437020.621,2847439.458,,1037280.122,28704.41527,16570516.24,-884724.7021,50526601.53,4046100.625,1737571.468,2517110.836,Aceptado
140337.7491,,2446825.524,504117.9399,865371.2601,,7372316.736,119758.7229,553946.4727,482864.3117,3812973.769,-276354.1111,,15801941.42,16790377.85,11538324.87,Aceptado
455472.3325,13475614.5,11515494.75,3344103.403,1409188.7759999996,5434951.423,20934961.75,,1054811.549,1712606.921,,-1437935.09,100788904.8,58367632.25,25502618.8,24743777.44,Aceptado
,64283587.81,25779845.18,2522910.869,586441.4132,1037417.162,,641751.0868,3695484.746,3089519.4289999995,15814494.12,,207775290.8,304079577.8,43149697.91,,Aceptado
5602570.533,941125.9136,,4662435.481000002,5332811.304,-11176284.24,344957.2356,117013.5208,474098.4463,1194332.373,-7434025.262,1128371.924,42137778.06,32993569.92,5155730.206,8447555.612,Aceptado
1441162.5980000002,42163661.74,24865213.38,9516718.463,1823429.88,3089012.864,79416162.52,1111781.568,10434643.15,1973684.061,,-6113586.967,,191942280.3,20399502.21,18923723.15,Aceptado
9703409.851,56698502.29,7427558.8,19189140.18,4065975.023,-11871340.73,57432507.27,809855.0938,13603421.41,2485110.897,21573890.63,-3929385.741,290155936.3,678038561.5,30797394.09,24535156.31,Aceptado
296300.146,2133611.702,14174057.3,286044.501,667256.6839,,5901982.45,76222.06558,434630.893,1996227.914,-13174295.04,,24037829.25,24364311.92,22286678.66,16204185.32,Aceptado
2591.454543,23636.89555,6735978.977999999,3044.92939,267.650226,8994431.169,1567761.15,27866.21235,9653.680236,1563690.992,,-2727530.725,176264.8908,1381204.231,3665396.347,2552342.886,Aceptado
1383332.534,6399771.432,7004321.245,970023.4691,665137.6389,2704089.769,10984939.68,394130.1439,,3073274.493,5065500.2919999985,5632.568881,77134701.05,9611952.837,,13576324.97,Aceptado
150720.8484,11658801.47,8999715.942,541044.1565,222674.0979,,32719502.74,108024.8805,2279666.9,286197.2551,11660666.92,-4616785.217,77816431.71,18053455.69,10962340.53,9302135.696,Aceptado
350741.3964,3690070.528,564079.2863,,,-3674462.242,1517267.164,203132.7224,454719.7353,468075.1563,6789512.3670000015,-1814390.889,,37446389.22,2521625.208,6811387.91,Aceptado
316525.7672,4147966.215,135919.86800000002,1916446.813,315666.6877,-5398103.0320000015,6411991.762,169695.5003,1007672.512,96676.38593,7713037.33,,17766635.74,17599732.95,5373863.818,,Aceptado
3544400.883,28661316.57,23846302.26,10617753.1,3023924.681000001,,75655973.49,564583.1675,,4183033.087,6024802.427999998,-4181229.59,214870351.8,572010981.5,,30593407.49,Aceptado
